post_id,local_filename,entity_keywords_od,entity_keywords_full,scene_keywords,style_keywords,entity_count_od,entity_count_full,scene_count,style_count,caption,detailed_caption,post_title,post_score,bot_ai_percent
1nmwkbv,1nmwkbv_6c0146e4fb55e995.jpg,person,background; center; close; concert; effect; expression; front; guitar; hand; he; image; light; performance; person; pole; rainbow; setting; shade; shirt; sky; stage; up,rainy,macro,1,22,1,1,"The image shows a man standing in front of a stage, illuminated by a light pole and surrounded by a dark background. He is holding a guitar in his hands.","The image is a close-up of a man's face. He is wearing a black t-shirt and appears to be in a concert or performance setting. The background is dark and there are colorful lights shining down on him. In the center of the image, there is a tall pole with a colorful light shining on it. The light is in shades of green, blue, and yellow, creating a rainbow-like effect. The man is looking up towards the sky with a serious expression on his face.",,0,
1nyrqti,1nyrqti_11e2121a5afa5e38.jpg,footwear,advertisement; anniversary; apples; babie; babies; background; bottom; button; child; color; company; explorations; exploring; footwear; free; image; opportunity; pair; poster; row; sale; shipping; shoe; shoes; sock; sponsored; text; that; tiny; today; toddlers; top; variety,,,1,33,0,0,"The image shows a poster with a variety of baby shoes in different colors, with the text ""Tiny Explorings Free Sock-Shoes for Toddlers & Babies"" written across the top. The poster is advertising a free sock-shoe sale, offering a great opportunity to get it free today.","The image is an advertisement for Tiny Explorings, a company that offers free sock-shoes for toddlers and babies. The advertisement has a blue background with white text that reads ""Free sock-Shoes For Toddlers & Babies... See more! Only for our 2nd anniversary today!"" Below the text, there is an image of six pairs of toddler shoes in different colors - blue, pink, yellow, gray, and orange. The shoes are arranged in a row, with the first pair being blue, the second pair being pink, the third pair being yellow, the fourth pair being orange, and the fifth pair being white. The text on the advertisement reads ""Tiny Explorations Sponsored - Free Sock-Shoe For Toddler & Babie... See More!"" and ""Free Today! Only For our 2ND Anniversary today!"" There is also a button at the bottom of the advertisement that says ""Get It Free Today! Shipping Apples!""",,0,
1njgoxc,1njgoxc_1f2ce5c0d89c750b.jpg,computer monitor; table,article; background; ceiling; computer; computer monitor; crisis; device; dot; dr.; font; hand; image; light; map; monitor; news; object; orientation; pointing; rack; sapna; school; screen; screenshot; side; singh; skepticism; states; student; table; text; that; today; top; united; usa; website; wire,plain_background,,2,38,1,0,"The image shows a computer monitor sitting on top of a desk, with a map of the United States on the screen. On the desk there are wires, a device, and other objects. In the background, there are racks with various objects, and lights on the ceiling. This image is likely related to the news that Dr. Sapna Singh has been reported to have been reported on the USA Today website.","The image is a screenshot of a news article on the USA Today website. The article is titled ""Vaccine skepticism crisis spills over as students return to school with Dr. Sapna Singh"". The article has a white background with black text. On the right side of the screen, there is a map of the United States with red dots scattered across it. The map is in a horizontal orientation and appears to be a hand pointing to the map. The text on the screen is in black font and is centered on the desk.",,0,
1nqvxwn,1nqvxwn_d5ff5589211523dd.jpg,cake; cake stand; duck; flower,background; beak; birthday; bow; cake; cake stand; center; color; curtain; daisy; design; duck; ducky; field; flower; image; lover; neck; number; orange; pattern; side; stand; table; top; topper,field,,4,26,1,0,"The image shows a green cake with two ducks and daisies on top of it, sitting on a table with a curtain in the background. The cake is decorated with fondant duckies, making it a perfect birthday cake for a duck lover.","The image is of a three-tiered cake on a white cake stand. The cake is light green in color and has a fondant design on top. On top of the cake, there are three white daisies with yellow centers. The daisy flowers are arranged in a symmetrical pattern around the cake. On the left side, there is a blue number 4 cake topper with a white fondant duck on top, and on the right side, two white ducks with orange beaks and green bows on their necks. The ducks are standing on a grassy field with white daisy leaves. The background is blurred, but it appears to be a wooden table with a black curtain.",,0,
1nswqg8,1nswqg8_302d43b146c17ad8.jpg,person,background; cartoon; center; character; close; corner; design; disney; donald; duck; goofy; illustration; image; mickey; mouse; movie; pattern; person; pluto; shirt; style; torso; up; which,,black_and_white; cartoon; illustration; macro,1,24,0,4,"The image shows a person wearing a white t-shirt with a Mickey Mouse design on it, which is a popular Disney character.","The image is a close-up of a person's torso wearing a white t-shirt with a graphic design on it. The design features a black and white illustration of Mickey Mouse's face in the center, surrounded by various cartoon characters from the Disney movie ""Mickey Mouse."" The characters are arranged in a circular pattern around Mickey's head, with Mickey Mouse in the top left corner and Mickey in the bottom right corner. The background of the design is filled with colorful illustrations of other Disney characters such as Mickey Mouse, Donald Duck, Goofy, and Pluto. The overall style of the image is playful and whimsical.",,0,
1noqtj8,1noqtj8_34aaa182ea22286c.jpg,whale,background; cloud; color; energy; foreground; humpback; image; mood; movement; photograph; purple; sense; sky; sun; sunset; surface; water; whale,sunset,photograph,1,18,1,1,"The image shows two humpback whales breaching the surface of the water at sunset, with the sky in the background filled with clouds.","The image is a photograph of a beautiful sunset over the ocean. The sky is filled with vibrant colors of orange, pink, and purple, with the sun setting in the background. The water is calm and reflects the colors of the sky. In the foreground, there are three humpback whales breaching the surface of the water. The whales are silhouetted against the sky, creating a sense of movement and energy. The overall mood of the image is peaceful and serene.",,0,
1nrv6f9,1nrv6f9_b0ec03a02492d94e.jpg,marine invertebrates,air; appearance; area; attack; center; close; corner; creature; hole; image; left; marine invertebrates; material; object; pebble; rock; sand; shark; surface; that; up; water; worm,,macro,1,23,0,1,"The image shows a small hole in the sand with a worm crawling out of it, likely caused by a shark attack.","The image shows a close-up of a sandy surface with a small hole in the center. The surface appears to be made of a light-colored material, possibly sand or sand, and there are small rocks and pebbles scattered around the hole. On the top right corner of the image, there is a long, thin, curved object that looks like a starfish or a sea creature. The object is slightly tilted to the left, as if it is floating in the air. The overall appearance is that of a small, circular hole in a sandy area.",,0,
1nxt89g,1nxt89g_c23137fbbf04ab8a.jpg,mushroom; porcupine,account; area; background; bush; camera; expression; grass; hedgehog; image; january; left; link; logo; mushroom; orange; pages; patch; paw; plant; porcupine; sage; sagebetweenthepage; sagebetweenthepages; screenshot; text; they; top; tree; tweet; twitter,indoor; room,,2,30,2,0,"The image shows two hedgehogs sitting on top of a mushroom in the grass, surrounded by lush green plants. The text on the image reads ""Sage Between the Pages"" and there are several other mushrooms scattered around them.","The image is a screenshot of a tweet from Sagebetweenthepages on January 9, 2023. It shows two hedgehogs sitting on a patch of green grass with a few mushrooms scattered around them. The hedgehog on the left is holding an orange mushroom in its paws and is looking at the camera with a curious expression. The other hedgehog is sitting next to it and is holding a small orange mushroom. The background is blurred, but it appears to be a wooded area with trees and bushes. The tweet is accompanied by a logo for SagebetweenThepages and a link to the Twitter account.",,0,
1njl6n1,1njl6n1_1a97ba7bd88fb0c6.jpg,poster,ash; ashe; ashes; background; band; border; center; contrast; damned; danger; depth; design; dimension; eye; font; image; letter; logo; poster; rest; sense; size; text; word,plain_background,,1,24,1,0,"The image shows a black background with the text ""Ashes of the Damned"" written in white font. The text is bold and stands out against the dark background, creating a striking contrast. The font is modern and eye-catching, making it stand out against it. The words are surrounded by a thin white border, giving the image a sense of depth and dimension.","The image is a logo for a band called ""Ashes of the Damned"". The logo is written in a dark, ominous font with the word ""Ashe's"" in the center and ""of the damned"" written in smaller, bold letters below it. The word ""Damned"" is in a larger, bold font size than the rest of the text. The background of the logo is black, making the text stand out. The overall design is dark and ominous, conveying a sense of danger and danger.",,0,
1nsdtye,1nsdtye_b6bcafcce97c7c4d.jpg,footwear; person,background; cartoon; coat; design; footwear; front; george; hand; illustration; image; left; number; person; president; shirt; shoe; sin; states; trouser; united; washington,,cartoon; illustration,2,21,0,2,"The image shows a black t-shirt with a cartoon image of George Washington holding a number 7 in his hand, symbolizing the seven deadly sins of the United States.","The image is of a black t-shirt with a graphic design on the front. The design features a cartoon illustration of George Washington, the former President of the United States, holding a large number 7 in his right hand. He is wearing a blue coat, yellow trousers, and blue shoes. The number 7 is red and is slightly tilted to the left. The background of the design is white.",,0,
1nt6tzt,1nt6tzt_0f7004c39be8baeb.jpg,cake; muffin,background; brick; cake; center; color; cone; countertop; cream; cupcake; cursive; frosting; ice; icing; image; marble; muffin; one; popsicle; pyramid; scoop; shape; side; silver; sprinkle; stand; surface; tier; top; wall; word,,,2,30,0,0,"The image shows a pink and purple cake with ice cream cones on top of it, sitting on a white surface. The cake is decorated with pink frosting and sprinkles, and the ice cream is topped with a scoop of ice cream.","The image is of a three-tiered cake with pink and purple frosting. The cake is on a silver cake stand and is placed on a white marble countertop. On top of the cake, there are three ice cream cones with pink frosting and blue popsicles. The cones are arranged in a pyramid-like shape, with the largest cone in the center and the smaller ones on either side. The word ""One"" is written in cursive on the cake in a light pink color. There are also two small cupcakes on the bottom tier, one with pink icing and the other with purple icing. The background is a white brick wall.",,0,
1njexuf,1njexuf_83a4408fd1e3534c.jpg,boat; person,assassin; background; black; boat; bow; building; cloud; creed; culture; distance; flag; foreground; game; hand; history; horizon; image; mood; mountain; outfit; painting; person; representation; sailboat; scene; ship; side; sky; sword; tree; turban; water,beach; city; mountain,painting,2,32,3,1,"The image shows a man in a boat on the water, surrounded by ships, buildings, trees, hills and a sky with clouds. The painting is titled ""Assassin's Creed IV Black Flag"" and is a representation of the game's history and culture.","The image is a painting of a coastal scene with a man on a boat in the foreground. The man is wearing a traditional white outfit with a turban on his head and is holding a sword in his right hand. He is standing on the bow of the boat and appears to be looking out towards the horizon. In the background, there are several sailboats sailing on the ocean. The sea is a deep blue and there are mountains in the distance. On the right side of the image, there is a hill covered in white buildings and trees. The sky is blue with a few clouds. The overall mood of the painting is peaceful and serene.",,0,
1nlv7dm,1nlv7dm_66588dcebb9210c6.jpg,frog; mushroom,arm; background; dancing; field; frog; grass; illustration; image; leaf; line; moon; mouth; mushroom; music; note; person; shirt; side; sketch; smile; style; sun; top,field; indoor; room,black_and_white; illustration; sketch,2,23,3,3,"The image shows a white t-shirt with a frog sitting on top of a mushroom, surrounded by a field of grass and a moon. The frog is singing, with music notes emanating from its mouth.","The image is a black and white illustration of a frog sitting on top of a mushroom. The frog is facing towards the right side of the image and its arms are stretched out to the sides. It has a big smile on its face and its mouth is open, as if it is singing or dancing. The mushroom is surrounded by grass and leaves, and there is a small sun in the background. There are also musical notes scattered around the frog, suggesting that the frog is singing. The illustration is done in a sketch-like style, with bold lines and shading.",,0,
1nmc003,1nmc003_f733d8f456b0fd2c.jpg,car; house; taillight; truck; wheel,background; bin; building; car; convenience; door; front; ground; house; image; mood; night; roof; side; sky; snow; store; taillight; trash; tree; truck; wheel; window,night; park; shop; snowy,,5,23,4,0,"The image shows a truck parked in front of a building at night, surrounded by snow on the ground and trees in the background. The building has windows and a door, and there is a trash bin/can nearby. The sky is visible above.","The image shows a small building with a curved roof and a small window on the side. The building appears to be a store or a convenience store, as there are several cars parked in front of it. The ground is covered in snow and there are trees in the background. The sky is dark and the overall mood of the image is cold and desolate.",,0,
1nryza9,1nryza9_fb3310fffaaef93e.jpg,cat; fish,background; body; bottom; cat; close; collage; color; fish; ground; group; image; mouth; one; person; photograph; picture; setting; surface; text; top; tree; trunk; up; wall,outdoor,macro; photograph,2,24,1,2,"The image shows a cat standing on the ground with a fish in its mouth, surrounded by a group of kittens. The background of the image is a wall, and there is some text at the top and bottom of the picture.","The image is a collage of two photographs. The first photograph is of a tabby cat walking on a concrete surface. The cat is holding a small fish in its mouth and appears to be looking at it intently. The second photograph is a close-up of the cat's face and body. The background is blurred, but it seems to be an outdoor setting with a concrete wall and a tree trunk visible.

In the bottom photograph, there are six kittens of different colors - one is brown, one is white, one has orange, and one is black. The kittens are sitting on the ground and appear to be watching the cat.",,0,
1nxi16p,1nxi16p_ce3f00b69c102a40.jpg,girl; glasses; person,anime; background; blouse; boy; chin; color; couple; cup; dress; expression; eye; feel; girl; glasses; glow; hair; hand; image; person; school; she; side; spectacle; station; style; they; thought; track; train; tree; uniform; window,rainy,anime,3,32,1,1,"The image shows a man and a woman sitting next to each other on a train, with the man wearing spectacles and the woman wearing a white and green dress. The background is blurred, giving the image an animated feel.","The image shows a young couple sitting on a train, looking out the window. The girl is on the left side of the image, with long brown hair and green eyes. She is wearing a white blouse and has her hand on her chin, as if deep in thought. The boy on the right side is also wearing glasses and a school uniform. They are both looking at each other with serious expressions on their faces. The background is blurred, but it appears to be a train station with trees and a train track. The image is in an anime style, with bright colors and a warm glow.",,0,
1nk7wdc,1nk7wdc_7915abb8e21c8eba.jpg,person; surfboard; swimwear,board; cloud; color; compass; goggle; gongfoil; hand; heart; icon; image; instagram; mark; middle; mountain; person; perspective; question; screen; session; shirtless; sky; sunglass; surfboard; surfing; swimwear; text; top; turquoise; wakeboard; water,,,3,30,0,0,"The image shows a man standing on top of a surfboard in the ocean, wearing goggles and surrounded by hills and a sky with clouds. The text on the screen reads ""Gongfoil - Surfboard Instagram"".","The image shows a man standing on a wakeboard in the ocean. He is shirtless and wearing sunglasses, and is holding onto the board with both hands. The water is a beautiful turquoise color and the sky is blue with white clouds. The man appears to be in the middle of a surfing session, as there are no other people visible in the image. The image is taken from a top-down perspective, looking down on the man and the water. There are various icons and text on the image, including a heart, a compass, and a question mark.",,0,
1nt9ea1,1nt9ea1_611741447be39311.jpg,person,advertisement; anne; background; bracelet; bun; button; camera; cart; discount; display; dress; earring; font; hair; image; item; jewelers; jewelry; lydia; lydie; necklace; off; person; phone; photo; she; store; sweater; text; that; top; variety; year; you,shop,photograph,1,34,1,1,"The image shows a mobile phone with a photo of a woman in a jewelry store, with the text ""Lydie Anne Jewelry - I am Retiring"" displayed prominently. The woman in the photo is wearing a white dress and has her hair pulled back in a bun. She is smiling and looking directly at the camera. The background of the photo shows a store with a variety of jewelry items on display, including necklaces, earrings, and bracelets. The text on the phone reads ""Lydia Anne Jewelers"" in bold, black font.","The image is an advertisement for Lydia Anne Jewelry. It features a photo of an elderly woman with curly white hair, wearing a gray sweater, standing in a jewelry store. She is smiling and looking at the camera. The background is blurred, but it appears to be a store with various jewelry items on display. At the top of the image, there is a text that reads ""I am retiring! Thank you for all these amazing years, to give back to you, there's a extra discount for getting more jewelry. Add any 2 items to your cart and get 10% OFF. Add your 3 items to the cart and Get 15% OFF."" Below the text, there are two buttons - ""Get 5% off"" and ""Get 2% off"".",,0,
1nuqyxu,1nuqyxu_32d61473ba5d51a9.jpg,building; motorcycle; wheel,advertisement; background; bottom; building; button; capital; clearance; cloud; dealership; exterior; image; item; letter; motorcycle; sale; sign; sky; states; temu; text; that; type; united; wheel,outdoor; shop,modern,3,24,2,1,"The image shows a building with text on it, surrounded by images of motorcycles and a sky with clouds. At the bottom of the image, there is text that reads ""Temu United States - Clearance Sale"".","The image is an advertisement for Temu United States, a motorcycle dealership. The background of the image is a modern building with a black exterior and white text that reads ""Temu United states"". The building appears to be a dealership with a large sign that says ""United States"" in large, capital letters. Below the sign, there are three images of different types of motorcycles - a red motorcycle, a blue motorcycle, and a black motorcycle. The image also has a button that says ""$7"" and a text that says, ""Shop now and save big on your favorite items.""",,0,
1nw772j,1nw772j_49ab967c88e5292f.jpg,poster; skull,atmosphere; background; blood; board; building; dance; dead; front; grime; illustration; image; letter; light; marquee; mood; moon; movie; neon; night; person; poster; side; sides; skull; sky; star; suit; sunglass; that; theater; top; volume; word; zombie,night,illustration,2,34,1,1,"The image shows two zombies dancing in front of a building with a board that reads ""Dance with the Dead: The B-Sides Volume 1"". The sky is filled with stars and the zombies are illuminated by bright lights, creating a vibrant and exciting atmosphere.","The image is an illustration of two zombies in front of a movie theater marquee. The zombies are wearing futuristic-looking suits and sunglasses, and their faces are covered in blood and grime. The background is dark and eerie, with a starry night sky and a full moon visible. The marquee is lit up with neon lights, and the words ""Dance with the Dead: The B-Sides, Volume 1"" are written in bold letters at the top. The overall mood of the image is eerie and spooky.",,0,
1nuekhf,1nuekhf_e40e5cb5151ed9c6.jpg,dog; person; studio couch; table; television,bag; bean; cell; center; chair; coffee; corner; couch; curtain; dog; door; ear; floor; garden; grass; hand; image; living; mat; person; phone; pillow; plant; room; rug; screen; screenshot; sofa; studio couch; table; tail; television; that; tv; video; view; wagging; wall; window,garden; indoor; outdoor; room,,5,39,4,0,"The image shows a person holding a cell phone with a video of a dog on the screen. The dog is sitting on a mat on the floor, surrounded by a sofa with pillows, a television on a table, a curtain, a door, grass, plants, and a wall.","The image is a screenshot of a video posted on a smartphone. The video is of a living room with a large window that offers a view of the garden outside. In the center of the room, there is a golden retriever dog sitting on a black bean bag chair. The dog is looking out the window with its ears perked up and its tail wagging. The room is furnished with a gray couch and a wooden coffee table. There is a flat-screen TV on the wall and a rug on the floor. The person's hand is visible in the bottom right corner of the image, holding the phone up to take the video.",,0,
1nofspc,1nofspc_03aa60b4c513eefd.jpg,animal,angle; animal; background; body; bottom; building; camera; center; image; jet; landscape; owner; picture; ski; text; thief; thing; top; trap; tree; video; water; wing,snowy,black_and_white; landscape,1,23,1,2,"The image shows a jet ski thief falling for owner's trap-and the whole thing, caught on camera. The image is in black and white, with text at the top and bottom of the picture.","The image is a black and white still from a video. It shows a jet ski thief falling for owner's trap-and the whole thing was caught on camera. The jet ski is in the center of the image, with its wings spread wide and its body partially submerged in the water. The background is blurred, but it appears to be a snowy landscape with trees and buildings visible. The image is taken from a low angle, looking up at the jet ski.",,0,
1nnjc0m,1nnjc0m_ddabf62dfe8731c4.jpg,person,arabic; background; batman; box; brand; cape; carton; cartoon; character; chocolate; corner; costume; cowl; eye; hand; illustration; image; label; logo; milk; person; shape; shoniz; smile; text; that; top,plain_background,cartoon; illustration,1,27,1,2,"The image shows a person holding a yellow box of Shoniz Milk Chocolate in their hand against a white background. The box features a cartoon image of a person and text that reads ""Shoniz"".","The image is of a yellow carton of Shoniz milk chocolate. The carton is rectangular in shape and has a blue and yellow label on the top. The label has an illustration of a cartoon character wearing a Batman costume with a cape and cowl. The character has green eyes and a big smile on its face. Below the character, there is text that reads ""Shoniz Milk Chocolate"" in Arabic. On the bottom right corner of the carton, there are two logos - one for the brand and the other for the milk chocolate brand.",,0,
1nm6lgc,1nm6lgc_1870d3d77f566802.jpg,hamburger,background; bun; burger; drink; hamburger; image; lettuce; plate; spiky; spooky; street; table; text; texture; that; today; tomato; toothpick; topping; view; window; your; yours,street,,1,23,1,0,"The image shows a plate with a spooky burger on it, sitting on a table with a toothpick sticking out of it. The text on the plate reads ""Spooky Burger is back come get yours today for only $15 drink not included"".","The image shows a burger on a white plate with a toothpick sticking out of it. The burger appears to be a Spooky Burger, as indicated by the text on the plate that reads ""Our ""Spooky Burger"" is back. Come get yours. Today for only $15 (Drink not included)."" The burger is made up of a black bun with a spiky texture, and it is topped with lettuce, tomato, and other toppings. The background is a window with a view of a street.",,0,
1nnh26k,1nnh26k_436d0d16e14d40b4.jpg,person; poster,background; banner; board; book; boy; child; crown; cup; english; front; girl; hair; illustration; image; left; liceum; liseum; middle; paintbrush; painting; person; plastvcznych; polish; poster; right; robe; she; side; szstuk; sztuk; text; title; top; which; whiteboard,,illustration; painting,2,35,0,2,"The image shows a poster with a painting of a woman wearing a crown on her head, surrounded by other people. On the right side of the poster is a board with text written on it.","The image is a poster for a children's book titled ""Liceum Sztuk Plastvcznych"" which translates to ""Liseum Szstuk"" in English. The poster has a colorful illustration of three young people, two boys and one girl, standing in front of a whiteboard. The boy on the left is wearing a blue robe and has curly hair, while the girl in the middle is wearing glasses and a blue crown. The girl on the right is holding a paintbrush and appears to be painting on the whiteboard, while she is looking at the painting. The background of the poster is white, and there is a red banner at the top with the title of the book written in Polish.",,0,
1nop39l,1nop39l_3636e5dec19474ee.jpg,mobile phone,action; agency; background; brittany; call; caller; cell; client; conversation; debt; elimination; filing; filling; follow; id; image; income; line; mail; mediation; message; mobile phone; person; peterson; phone; problem; relief; screen; screenshot; status; tax; text; today; up; voicemail; week; which; you,plain_background,,1,38,1,0,"The image shows a screenshot of a cell phone with a text message on the screen, which reads ""How to get a voicemail on your phone"". The text is likely a call to action, as indicated by the text.","The image is a screenshot of a voicemail conversation between a person named Brittany Peterson. The conversation is about the tax filing of a client named Brittany. The text on the screen reads ""Hi Brittany Peterson here with the tax filling mediation agency just turning up my follow ups for the week and wanted to reach out and check in my direct line is 866-301-1716. Remember today regarding the status of your possible income tax debt or miss filing. I wanted to make sure you were aware of the new relief extended until the mail and I just wanted to discuss your elimination and help you just get it soon as possible. I will always be able to file 2024 as well and have problems with filing. If you're looking forward to hearing back from you, please call back the caller ID and press two."" The voicemail is displayed on a black background with white text.",,0,
1nkwsb7,1nkwsb7_b683c9050adcefa7.jpg,poster,armor; background; banner; castle; center; color; design; feather; festival; font; hand; helmet; illustration; image; knight; logo; person; poster; renaissance; scroll; side; stone; sword; top; tower; turret; which; word,night,illustration; minimalist,1,28,1,2,"The image shows a poster for the Renaissance Festival, featuring a logo of a knight in full armor, holding a banner with the words ""Renaissance Festival"" written on it, and a castle in the background.","The image is a logo for the Renaissance Festival. It features a banner with the words ""Renaissance Festival"" written in a cursive font in the center. The banner is brown in color and has a scroll-like design on either side. On the left side of the banner, there is an illustration of a medieval castle with turrets and a tower. The castle is made of stone and has multiple towers and turrets. The background is a light beige color. In the center of the image, there are two figures, one of which is a knight wearing a helmet with a feather on top. The knight is facing towards the right side and is holding a sword in his right hand. The overall design is simple and elegant.",,0,
1nw2nmf,1nw2nmf_f998fbc8168e146d.jpg,,atmosphere; background; evergreen; fence; forest; ground; image; leaf; middle; mix; mood; plant; road; shrub; side; sky; tree; trunk,forest; street,,0,18,2,0,"The image shows a winding road in the middle of a forest, surrounded by tall trees and lush plants on either side. The sky is visible in the background, creating a peaceful atmosphere.","The image shows a long, straight road in the middle of a forest. The road is surrounded by tall trees on both sides, with their trunks reaching up towards the sky. The trees are tall and slender, with a mix of evergreens and deciduous trees. The ground is covered in fallen leaves and shrubs, and there is a wooden fence on the right side of the road. The sky is overcast, and the overall mood of the image is peaceful and serene.",,0,
1np35pv,1np35pv_e4c33b9b75cba105.jpg,person,background; baptiste; brushstroke; camille; color; corot; dress; earring; feather; hair; headdress; image; jean; neck; necklace; painting; pair; person; point; portrait; robe; scarf; shoulder; style; that; top; turban; way,city,painting; portrait; realistic,1,28,1,3,"The image shows a painting of a man wearing a white turban, painted by Jean-Baptiste-Camille Corot in 1859. The man is wearing a black dress and the background is dark.","The image is a portrait of a man wearing a traditional African headdress. The man is wearing a white turban with a brown feather on top and a black robe with a red scarf around his neck. He has long, flowing hair that is styled in a way that covers his head and shoulders. He is also wearing a pair of gold earrings and a necklace with a pendant. The background is dark, making the man's face the focal point of the image. The painting is done in a realistic style, with loose brushstrokes and vibrant colors.",,0,
1nj7n8c,1nj7n8c_adde2a82ec11c247.jpg,person,anna; apron; aspect; bow; bun; character; close; collection; contentment; disney; drawing; dress; elsa; expression; eye; fan; feature; forehead; girl; grid; hair; hairstyle; image; joy; left; length; life; line; lip; look; pattern; person; princess; princesses; rapunzel; right; she; shoulder; sketch; smile; top; up; updo; variety; viewer; way,,black_and_white; drawing; macro; sketch,1,46,0,4,"The image shows a drawing of a girl's face with different hairstyles, created by a fan of Disney Princesses. The drawing is detailed and lifelike, with the girl's facial features clearly visible. Her hair is styled in a variety of ways, from long and wavy to short and curly, and her eyes are bright and full of life. She is wearing a pink dress with a white apron and a pink bow in her hair. Her expression is one of joy and contentment, and she is surrounded by a variety other Disney Princess characters, including Elsa, Anna, and Rapunzel.","The image is a collection of nine sketches of a young woman's face. Each sketch is a black and white line drawing of a different hairstyle and facial expression. The sketches are arranged in a grid-like pattern, with each sketch representing a different aspect of the woman's hairstyle.

The first sketch on the top left shows a woman with curly hair styled in a high bun. She has a neutral expression on her face and is looking directly at the viewer. The second sketch in the top right shows a girl with a messy bun on her head. The third sketch shows a close-up of her face, with her eyes closed and her lips slightly parted. The fourth sketch shows the same woman with short hair, but with a different facial expression, but her hair is styled in an updo. The fifth sketch shows another woman with shoulder-length blonde hair, with a slight smile on her lips. The sixth sketch shows two women with short, wavy hair, one with a bow on her forehead and the other with a bun on top. The seventh sketch shows three women with different hairstyles, one without a bow. The eighth sketch shows four women with shoulder length hair, the ninth sketch shows five women with a more relaxed and casual look, the tenth sketch shows six women with straight hair, and the eleventh sketch shows seven women with curly and straight hair.",,0,
1nn18lc,1nn18lc_df9eb15e809ece3c.jpg,human hand; toy,arm; background; backpack; bag; ball; body; carpet; cartoon; character; creature; eye; floor; hand; human hand; image; leg; material; person; pokemon; room; smile; squirtle; sticker; toy,indoor; room,cartoon,2,24,2,1,"The image shows a person holding up a sticker of a blue and brown Pokemon character, Squirtle, in their hand. In the background, there is a bag and a carpet on the floor.","The image is a hand holding a sticker of a blue Pokemon character. The character is a small, round, cartoon-like creature with big, round eyes and a big smile on its face. It has two arms and two legs, and its body is covered in a yellow and orange ball-like material. The sticker is attached to a black bag or backpack. The background is blurred, but it appears to be a room with a carpeted floor.",,0,
1nsr5sd,1nsr5sd_1869decc785cafd6.jpg,window,arch; archway; background; diamond; finish; grass; greenery; image; mood; pattern; plant; sky; stone; tree; view; wall; water; window,,,1,18,0,0,"The image shows a window with a view of a lake through it, surrounded by trees, plants, and grass. The window is framed by a wall, and the lake is visible in the background.","The image shows an arched window with a diamond pattern. The window is made of stone and has a dark finish. The arches are arched and the window is framed by a stone archway. Through the window, we can see a view of a lake and trees. The lake is visible through the arches, and the trees are covered in greenery. The sky is blue and the overall mood of the image is peaceful and serene.",,0,
1nr8rx6,1nr8rx6_00f61d26f0db9003.jpg,person,arm; background; bad; bar; belt; bottom; cartoon; costume; day; design; designs; icon; illustration; image; jester; message; person; phone; picture; profile; screen; screenshot; search; shirt; smile; suit; text; that,,illustration,1,28,0,1,"The image shows a screenshot of a mobile screen with a cartoon image of a jester wearing a red and green costume, along with text that reads ""Making Bad T-Shirts Designs Day 14"".","The image is a screenshot of a mobile phone screen with a text message that reads ""Making bad t-shirts designs day 14"". The message is accompanied by an illustration of a jester wearing a red and green suit with a yellow belt. The jester has a big smile on his face and his arms are outstretched, as if he is dancing. The background is white and there are various icons scattered around the text message. At the bottom of the screen, there is a search bar and a profile picture.",,0,
1nug1ay,1nug1ay_0f63675ffa6f7772.jpg,candle; table,angle; background; candle; center; cup; flame; image; liquid; matchstick; plate; side; surface; table; tablecloth; top; watermark,indoor,,2,16,1,0,"The image shows a lit matchstick sitting atop a blue plate on a red surface, with a green and red liquid inside. The background is black, and there is a watermark on the left side of the image.","The image shows a lit matchstick with a flame burning on top of a red and green circular plate. The matchstick is positioned in the center of the plate, with the flame extending upwards towards the top of the image. The flame is orange and yellow, and it appears to be burning brightly. The plate is placed on a blue tablecloth, and there are two glasses on either side of the flame. The background is black, and the image is taken from a low angle, looking up at the matchstick.",,0,
1nladzk,1nladzk_bb433d8387cee4e0.jpg,guitar; person; poster,app; background; break; button; corner; download; expression; feel; free; guitar; hair; hand; image; jacket; jul; leather; letter; list; lowrenz; middle; music; option; performance; person; picture; play; poster; release; screen; screenshot; text; they; word; yellow,,,3,34,0,0,"The image shows a screenshot of a mobile screen with a picture of a person playing a guitar and the text ""Lowrenz - Break Through - Free Music Download"" displayed prominently. The person in the picture is wearing a black leather jacket and has a serious expression on their face, suggesting they are focused on the music they are playing. The background of the image is a bright yellow, giving the image a vibrant and energetic feel.","The image is a screenshot of a music streaming app called ""Break Through"" by Lowrenz. The background of the app is black with a purple and black image of a man playing an electric guitar. The man is wearing a black leather jacket and has long dark hair. He is holding the guitar with both hands and appears to be in the middle of a performance. The text on the app reads ""Break through"" in white letters, with the word ""Lowrenz"" in smaller white letters below it. Below the text, there is a list of the single and latest release options, including ""Single"", ""Jul 29"", and ""Latest release"". There is also a green play button on the bottom right corner of the screen.",,0,
